supplier code,BI number,Raw material description SAP,Supplier/Other material name,supplier name
21238,238707,LEVASIL CB8 ,Cembinder 8 1000KG 31H1,Nouryon Pulp and Performance
21238,238707,LEVASIL CB8 1KG 5M1,LEVASIL CB8 1KG 5M1,Nouryon Pulp and Perform
21238,238707,LEVASIL CB8 ,LEVASIL CB8 1KG 5M1,Nouryon Pulp and Performance
21238,238707,LEVASIL CB8 ,Cembinder 8,Nouryon Pulp and Performance
2125959,90194,AL SULPHATE M1862C,AL SULPHATE M1862C,GUJARAT POLYSOL CHEMICAL
2125959,90194,Aluminium sulfate solid - H318 ,AL SULPHATE M1862C,GUJARAT POLYSOL CHEMICALS PVT LTD
2125959,132872,NA LIGNOSULPH (TRIGON/KOTLAS),NA LIGNOSULPH (TRIGON/KOTLAS),GUJARAT POLYSOL CHEMICAL
2125959,132872,"Lignosulfonic acid, sodium salt ",NA LIGNOSULPH (TRIGON/KOTLAS),GUJARAT POLYSOL CHEMICALS PVT LTD
2125959,269110,SODIUM NAPHTHALENESULFONATE PWD 10 %,BNS powder 40kg,GUJARAT POLYSOL CHEMICAL
2125959,269110,SODIUM NAPHTHALENEFORMALDEHYDE SULFONATE CONDENSATE ,SODIUM NAPHTHALENESULFONATE PWD 10 %,GUJARAT POLYSOL CHEMICALS PVT LTD
2125959,448681,Beton SP 011 ,Beton SP 011,GUJARAT POLYSOL CHEMICALS PVT LTD
2125959,770947,"2-Propenoic acid, polymer with ethenol, sodium salt 50% aqueous solution ",GUJPLAST PCF-500 A,GUJARAT POLYSOL CHEMICALS PVT LTD
2125959,793380,"2-Propenoic acid, polymer with ethenol, sodium salt 95% aqueous solution ",GUJPLAST PCF-1529,GUJARAT POLYSOL CHEMICALS PVT LTD
2125959,795183,"2-Propenoic acid, polymer with ethenol, sodium salt 55% aqueous solution ",GUJPLAST PCT-145E,GUJARAT POLYSOL CHEMICALS PVT LTD
2125959,795220,"2-Propenoic acid, polymer with ethenol, sodium salt 51% solution ",GUJPLAST PCF-900,GUJARAT POLYSOL CHEMICALS PVT LTD
2125959,836126,Polycryl-7647 ,POLYCRYL-7647,GUJARAT POLYSOL CHEMICALS PVT LTD
2125959,836126,Polycryl-7647 ,POLYCRYL-7647 220KG DRUM,GUJARAT POLYSOL CHEMICALS PVT LTD
2125959,895192,"Naphthalenesulfonic acid, polymer with formaldehyde, sodium salt ",POLYMOL HM POWDER 25KG 5H3,GUJARAT POLYSOL CHEMICALS PVT LTD
2125959,910096,Resin R1 ,RESIN R1 220L 1H1,GUJARAT POLYSOL CHEMICALS PVT LTD
2125959,971967,AG-W30 ,AG-W30,GUJARAT POLYSOL CHEMICALS PVT LTD
2125959,987193,Gujplast PCT 850 ,Gujplast PCT 850,GUJARAT POLYSOL CHEMICALS PVT LTD
2125959,1002251,Aluminium sulphate Liquid ,ALUMINIUM SULPHATE SOL. 45%,GUJARAT POLYSOL CHEMICALS PVT LTD
212898,491895,"Distillates (petroleum), hydrotreated heavy paraffinic; Baseoil - unspecified  <3% DMSO (NAM;BI)",CATENEX T  121 bulk,Shell Deutschland Oil GmbH
212898,566380,Risella X 415 ,Risella X 415,Shell Deutschland Oil GmbH
212919,274529,DYTEK A AMINE MPMD,DYTEK A AMINE MPMD,AZELIS TR KIMYA END.URUN
212919,274529,"2-Methylpentane-1,5-diamine ",DYTEK A AMINE MPMD,AZELIS TR KIMYA END.URUNLERI
212919,493106,Foamaster MO 2134 ,Foamaster MO 2134 180KG 1H1,AZELIS TR KIMYA END.URUNLERI
212919,493113,Efka-K-272 ,RX073355 SI 2008,AZELIS TR KIMYA END.URUNLERI
2132923,68035,Lupranat M 20 R 250KG 1A1,Lupranat M 20 R 250KG 1A1,BASF Polyurethanes (Chon
2132923,191495,LUPRANATE M20S Ex CQ,LUPRANATE M20S Ex CQ,BASF Polyurethanes (Chon
2132923,191495,Lupranate M20S Ex Asia ,LUPRANATE M20S Ex CQ,BASF Polyurethanes (Chongqing)
2137001,835808,"Distillate (petroleum), hydrotreated light naphthenic (NAM;BI)",NYNAS T 9,Nynas GmbH
21376,17835,Sodium carbonate ,LIGHT SODA ASH,GOLDEN FALCON GENERAL
21376,17835,LIGHT SODA ASH,LIGHT SODA ASH,GOLDEN FALCON GENERAL
21376,53459,Glycerin ,GLYCERIN 99.5,GOLDEN FALCON GENERAL
21376,53459,GLYCERIN 99.5,GLYCERIN 99.5,GOLDEN FALCON GENERAL
21376,90946,Sodium chloride (NaCl) (NAM;BI),SODIUM CHLORIDE (EB),GOLDEN FALCON GENERAL
21376,90946,SODIUM CHLORIDE (EB),SODIUM CHLORIDE (EB),GOLDEN FALCON GENERAL
2143852,17832,Sodium chloride ,SODIUM CHLORIDE 25KG 5H4,ÜM?T GENÇTÜRK
2145225,561120,VEENU FLY ASH ,VEENU FLY ASH,TRIUMPH TREXIM PVT. LTD.
2145861,57189,CALCIUM CHLORIDE SOLUTION ,CALCIUM CHLORIDE SOLUTION <40%,TWO RIVERS TERMINAL LLC
2145861,57189,CALCIUM CHLORIDE SOLUTION <40%,CALCIUM CHLORIDE SOLUTION <40%,TWO RIVERS TERMINAL LLC
2145861,268763,CALCIUM NITRATE 70 SOLUTION,CALCIUM NITRATE 70 SOLUTION,TWO RIVERS TERMINAL LLC
2145861,268763,"Calcium nitrate, solution ",CALCIUM NITRATE 70 SOLUTION,TWO RIVERS TERMINAL LLC
2145861,268763,CALCIUM NITRATE 70 SOLUTION,CALCIUM NITRATE 70 SOLUTION,TWO RIVERS TERMINAL LLC
2145861,269111,Sodium Nitrate Solution 40%,Sodium Nitrate Solution 40%,TWO RIVERS TERMINAL LLC
2145861,269111,Sodium Nitrate Solution 45% ,Sodium Nitrate Solution 40%,TWO RIVERS TERMINAL LLC
2145861,269111,Sodium Nitrate Solution 40%,Sodium Nitrate Solution 40%,TWO RIVERS TERMINAL LLC
2146554,67646,BYK 300 ,RX073910P025 BYK-300,BASF Coatings GmbH
2146554,67646,RX073910P025 BYK-300,RX073910P025 BYK-300,BASF Coatings GmbH
2154839,180592,Citric acid anhydrate powder ,CITRIC ACID POWDER,PARCHEM TRADING LTD
2155340,79574,Fomrez UL-29 ,FOMREZ UL-29,Galata Chemicals GmbH
2158354,190041,EXCIPIENT I,EXCIPIENT I,SHANGHAI SHANHAI GONGXUE
2158354,190041,Ferrous sulfate heptahydrate ,EXCIPIENT I,SHANGHAI SHANHAI GONGXUETUAN
216568,371681,Crude Glycerol ,CRUDE GLYCEROL,CARGILL GmbH
216568,371681,CRUDE GLYCEROL,CRUDE GLYCEROL,CARGILL GmbH
2165704,140468,Diethanolamine ,ADDITIVE DEOA 220KG 1A1,HEMORK NEW MATERIALS (SHANGHAI)
2166177,79204,DIETHANOLAMINE 80% 1000kg 31HA,DIETHANOLAMINE 80% 1000kg 31HA,OOO Sintez OKA
2166177,79204,Additive 90830,DIETHANOLAMINE 80% 1000kg 31HA,OOO Sintez OKA
2166177,99564,2-Aminoethanol,MONOETHANOLAMINE 1000KG 31HA1,OOO Sintez OKA
2166805,851692,Denka CSA Substitute ,DENKA CSA SUBSTITUTE 25KG 5H4,"CNBM Zhongyan Technology Co., Ltd."
2170253,322499,AL GRANULES ECKA AS/61 25KG 1A2,AL GRANULES ECKA AS/61 25KG 1A2,ECKA Granules AT Ge
2170253,322499,AL GRANULES ECKA AS/61 ,AL GRANULES ECKA AS/61 25KG 1A2,ECKA Granules Austria GesmbH
2170998,139068,Raw scrap iron ,RAW SCRAP IRON,SCRAP DYNAMICS CORP
2170998,139068,RAW SCRAP IRON,RAW SCRAP IRON,SCRAP DYNAMICS CORP
2173434,264376,MOLECULAR SIEVE 3A,MOLECULAR SIEVE 3A,Shanghai Jiuzhou Chemica
2173434,264376,Zeolites ,MOLECULAR SIEVE 3A,"Shanghai Jiuzhou Chemical Co., Ltd."
2175350,64193,Bisomer HPMA 203KG 1A1,Bisomer HPMA 203KG 1A1,GEO SPECIALTY CHEMICALS
2175350,64193,Bisomer HPMA 203KG 1A1,Bisomer HPMA 203KG 1A1,GEO SPECIALTY CHEMICALS
2175350,64193,"Methacrylic acid, monoester with propane-1,2-diol ",Bisomer HPMA 203KG 1A1,GEO SPECIALTY CHEMICALS UK LIMITED
2175350,100874,MPEG 350 MA 200KG 1A1,MPEG 350 MA 200KG 1A1,GEO SPECIALTY CHEMICALS
2175350,100874,"Poly(oxy-1,2-ethanediyl), .alpha.-(2-methyl-1-oxo-2-propenyl)-.omega.-methoxy- (NAM;BI)",MPEG 350 MA 200KG 1A1,GEO SPECIALTY CHEMICALS UK LIMITED
2175350,124334,2-HYDROXYETHYLMETHACRYLATE 215KG 1H1,2-HYDROXYETHYLMETHACRYLATE 215KG 1H1,GEO SPECIALTY CHEMICALS
2175350,124334,2-hydroxyethyl methacrylate (stabilized) (NAM;BI),2-HYDROXYETHYLMETHACRYLATE 215KG 1H1,GEO SPECIALTY CHEMICALS UK LIMITED
2175350,852117,BISOMER PTE ,RX07713V BISOMER PTE,GEO SPECIALTY CHEMICALS UK LIMITED
2177005,34961,TECH NONYLPHENOL,TECH NONYLPHENOL,CHANGZHOU DYESTUFF CHEMI
2177005,34961,"4-nonylphenol, branched ",TECH NONYLPHENOL,CHANGZHOU DYESTUFF CHEMICAL FACTORY
2177024,54737,Triisopropanolamine sol. 85% ,Triisopropanolamine 85%,"Ningbo Lucky Chemical Industry Co.,"
2177024,467280,"1,1',1''-nitrolotripropan-2-ol (triisopropanolamine), aqueous solution 85% (NAM;BI)","TRIISOPROPANOLAMINE, LFG 85 1000KG 31HA1","Ningbo Lucky Chemical Industry Co.,"
2177024,467280,"1,1',1''-nitrolotripropan-2-ol (triisopropanolamine), aqueous solution 85% (NAM;BI)",TIPA 85 1050KG R-IBC,"Ningbo Lucky Chemical Industry Co.,"
2177024,604338,aq. diethanol isopropanolamine 85% ,DEIPA >= 85%,"Ningbo Lucky Chemical Industry Co.,"
2177024,604338,aq. diethanol isopropanolamine 85% ,DEIPA >= 85% 220KG DRUM,"Ningbo Lucky Chemical Industry Co.,"
2177024,604338,aq. diethanol isopropanolamine 85% ,DEIPA >= 85% 1000KG 31HA1,"Ningbo Lucky Chemical Industry Co.,"
2177024,833608,"1-(N,N-Bis(2-hydroxyethyl)amino)propan-2-ol 86% (NAM;BI)",DEIPA 1000KG 31HA1,"Ningbo Lucky Chemical Industry Co.,"
2177024,833608,"1-(N,N-Bis(2-hydroxyethyl)amino)propan-2-ol 86% (NAM;BI)",DEIPA 1100KG 31HA1,"Ningbo Lucky Chemical Industry Co.,"
2177326,36628,Water ,WATER,DEWA
2177326,36628,WATER,WATER,DEWA
2177438,462774,Pluriol E 3350 50 ,Pluriol E 3350 50 907KG 31HA1,THATCHER COMPANY
2179004,828950,"Fumes, silica ",SILICA FUME undensif.,GRECOCHEM PTE LTD
218241,302160,Calcium carbonate ,SOCAL P 2 25KG 5M1,TECAL QUIMICA S.A.
218241,302160,SOCAL P 2 25KG 5M1,SOCAL P 2 25KG 5M1,TECAL QUIMICA S.A.
218241,319243,Sepiolite ,WOLLATROP S 240 25kg 5M1,TECAL QUIMICA S.A.
218241,319243,WOLLATROP S 240 25kg 5M1,WOLLATROP S 240 25kg 5M1,TECAL QUIMICA S.A.
2185400,69274,iron aggregate medium,iron aggregate medium,"Ausdar Chemicals Co.,Ltd"
2185400,69274,Iron granulate ,iron aggregate medium,"Ausdar Chemicals Co.,Ltd."
2185400,69274,Iron granulate ,iron aggregate fine,"Ausdar Chemicals Co.,Ltd."
2185400,69274,iron aggregate coarse,iron aggregate coarse,"Ausdar Chemicals Co.,Ltd"
2185400,69274,Iron granulate ,iron aggregate coarse,"Ausdar Chemicals Co.,Ltd."
2191692,264376,Zeolites ,Sylosiv A3.,EMATS INTERNATIONAL TRADING
2192802,17569,Calcium stearate ,CA STEARATE,BIS CHEMICALS SDN. BHD.
2192802,17569,CA STEARATE,CA STEARATE,BIS CHEMICALS SDN. BHD.
2192802,195855,Kaolin ,FILLER : CHINA CLAY,BIS CHEMICALS SDN. BHD.
2192802,195855,FILLER : CN CLAY,FILLER : CN CLAY,BIS CHEMICALS SDN. BHD.
2194775,269106,SODIUM GLUCONATE 25KG 5H3,SODIUM GLUCONATE 25KG 5H3,SHANDONG FUYANG BIO TECH
2194775,269106,Sodium gluconate ,SODIUM GLUCONATE 25KG 5H3,SHANDONG FUYANG BIO TECHNOLOGY CO.
2194775,269106,NATRIUM GLUCONATE 25KG 5M1,NATRIUM GLUCONATE 25KG 5M1,SHANDONG FUYANG BIO TECH
2194775,269106,Sodium gluconate ,NATRIUM GLUCONATE 25KG 5M1,SHANDONG FUYANG BIO TECHNOLOGY CO.
2194775,269106,Na gluconate (M1154),Na gluconate (M1154),SHANDONG FUYANG BIO TECH
2194775,269106,Sodium gluconate ,Na gluconate (M1154),SHANDONG FUYANG BIO TECHNOLOGY CO.
2194775,269106,Sodium gluconate ,SODIUM GLUCONATE POWDER,SHANDONG FUYANG BIO TECHNOLOGY CO.
2194775,269106,SODIUM GLUCONATE,SODIUM GLUCONATE,SHANDONG FUYANG BIO TECH
2194775,269106,SODIUM GLUCONATE,SODIUM GLUCONATE,SHANDONG FUYANG BIO TECH
2194775,269106,SODIUM GLUCONATE,SODIUM GLUCONATE,SHANDONG FUYANG BIO TECH
2194775,269106,Sodium gluconate ,SODIUM GLUCONATE,SHANDONG FUYANG BIO TECHNOLOGY CO.
2195093,17327,AEROSIL 200 (EB),AEROSIL 200 (EB),Shanghai haiyi trading c
2195093,17327,"Silica, amorphous, fumed, cryst.-free ",AEROSIL 200 (EB),"Shanghai haiyi trading co., ltd"
2195093,17469,"Silane, hydrophobic fumed ",Silica Dimethyl Sylilate,"Shanghai haiyi trading co., ltd"
2195093,57784,"Cellulose, 2-hydroxyethyl ether ",Natrosol 250 HBR 25kg 5M1,"Shanghai haiyi trading co., ltd"
2195093,205498,Aerosil R 202 (EB),Aerosil R 202 (EB),Shanghai haiyi trading c
2195093,205498,Aerosil R 202 ,Aerosil R 202 (EB),"Shanghai haiyi trading co., ltd"
2195093,209383,TEGO Dispers 715W,TEGO Dispers 715W,Shanghai haiyi trading c
2195093,209383,POLYACRYLATE ,TEGO Dispers 715W,"Shanghai haiyi trading co., ltd"
2195093,212573,MOD POLYSILOXANE A900,MOD POLYSILOXANE A900,Shanghai haiyi trading c
2195093,212573,Tego Airex 900 ,MOD POLYSILOXANE A900,"Shanghai haiyi trading co., ltd"
2195093,9.6E+11,COATOSIL MP 200 25KG 3H1,COATOSIL MP 200 25KG 3H1,"Shanghai haiyi trading co., ltd"
2195382,17597,Sorbitol NC 70 ,NEOSORB 70/70 1300KG 31HA1,????????????
2195382,17597,NEOSORB 70/70 275KG 1A1,NEOSORB 70/70 275KG 1A1,ROQUETTE JP K.K.
2195382,17597,NEOSORB 70/70 275KG 1A1,NEOSORB 70/70 275KG 1A1,ROQUETTE JP K.K.
2195382,17597,Sorbitol NC 70 ,NEOSORB 70/70 275KG 1A1,????????????
2195382,269106,Sodium gluconate ,SODIUM GLUCONATE 1000KG 13H2,????????????
21964,118880,"ETHOMEEN T/25,1X1000 KG,UNSPEC.","ETHOMEEN T/25,1X1000 KG,UNSPEC.",Nouryon Surface Chemistr
21964,118880,"Amines, tallow alkyl, ethoxylated ","ETHOMEEN T/25,1X1000 KG,UNSPEC.",Nouryon Surface Chemistry AB
21964,322081,TRIAMEEN Y 12 D 800KG R-IBC,TRIAMEEN Y 12 D 800KG R-IBC,Nouryon Surface Chemistr
21964,322081,"N-(3-Aminopropyl)-N-dodecylpropane-1,3-diamine (NAM;BI)",TRIAMEEN Y 12 D 800KG R-IBC,Nouryon Surface Chemistry AB
21964,397628,AROMOX MCD-W 900KG 31HA1,AROMOX MCD-W 900KG 31HA1,Nouryon Surface Chemistr
21964,397628,Mackamine LA ,AROMOX MCD-W 900KG 31HA1,Nouryon Surface Chemistry AB
21964,403652,ARQUAD C35,ARQUAD C35,Nouryon Surface Chemistr
21964,403652,"Quaternary ammonium compounds, coco alkyltrimethyl, chlorides 30-40% in water ",ARQUAD C35,Nouryon Surface Chemistry AB
21964,499322,"Amines, tallow alkyl, ethoxylated",ETHOMEEN T/15,Nouryon Surface Chemistry AB
21964,563075,Ethomeen C 15 ,Ethomeen C 15,Nouryon Surface Chemistry AB
21964,765973,Morwet DIBS Powder ,MORWET DIBS POWDER 20KG 5M2,Nouryon Surface Chemistry AB
2197252,25721,Glucose syrup ,"GLUCOSE SIRUP 80%, DE 28-33",AGFD Tandarei SRL
2197252,25721,"GLUCOSE SIRUP 80%, DE 28-33","GLUCOSE SIRUP 80%, DE 28-33",AGFD Tandarei SRL
219741,106035,Zusatzmittel 94826 ,UOP L POWDER 20KG bag,Kurt Obermeier GmbH & Co. KG
219741,258650,TRIISOBUTYL PHOSPHATE... 25KG DRUM,TRIISOBUTYL PHOSPHATE... 25KG FASS,Kurt Obermeier GmbH & Co
219741,258650,Tri-isobutyl phosphate ,TRIISOBUTYL PHOSPHATE... 25KG DRUM,Kurt Obermeier GmbH & Co. KG
219741,460560,"Tetrasodium hydrogen 2-phosphonatobutane-1,2,4-tricarboxylate ",Bayhibit S Granulate 25KG 5M2,Kurt Obermeier GmbH & Co. KG
219741,563109,Korasilon Entsch?umer FT 20 % ,Korasilon Entschäumer FT 20 %,Kurt Obermeier GmbH & Co. KG
2197788,302144,Sand VO 0-1 mm ,SAND VO 01-MM,"Písek - Beton, a.s."
2197788,302144,SAND VO 01-MM,PISEK VO 0-1 MM,"Písek - Beton, a.s."
2197788,321994,"QUARZSAND, diverse ",sand 0-2mm,"Písek - Beton, a.s."
2197788,321994,sand 0-2mm,kamenivo fr. 0-2mm,"Písek - Beton, a.s."
2198026,268630,PREVENTOL CMK 40 1200KG R-IBC,PREVENTOL CMK 40 1200KG R-IBC,LANXESS PTE.LTD.
2198026,268630,Preventol CMK 40 ,PREVENTOL CMK 40 1200KG R-IBC,LANXESS PTE.LTD.
2198026,411255,Microbiocide based on isothiazolones ,PREVENTOL D7 20KG PACK.,LANXESS PTE.LTD.
2198727,272645,IMAGITINT COLORANT FAST BLUE ,IMAGITINT COLORANT FAST BLUE,IMAGICO INDIA PVT LTD
2198727,272645,IMAGITINT COLORANT FAST BLUE,IMAGITINT COLORANT FAST BLUE,IMAGICO INDIA PVT LTD
2199590,238799,SODIUM OLEATE ,SODIUM OLEATE S,VIVA CORPORATION
2203619,268827,CONOSOL 340,CONOSOL 340,CALUMET SPECIALTY PRODUC
2203619,268827,"Distillates (petroleum), hydrotreated middle (NAM;BI)",CONOSOL 340,CALUMET SPECIALTY PRODUCTS
2205559,158880,RX06920HP010 RUSS PRINTEX XE 2-B,RX06920HP010 RUSS PRINTEX XE 2-B,Orion Engineered Carbons
2205559,158880,PRINTEX XE2B ,RX06920HP010 RUSS PRINTEX XE 2-B,Orion Engineered Carbons GmbH
2210222,302050,"CEM I 42,5 R GREY","CEM I 42,5 R VL BEZCHROMATOVY","CEMEX CZ, s."
2210222,302050,"CEM I 42,5 R grey ","CEM I 42,5 R GREY","CEMEX Czech Republic, s.r.o."
2210222,302274,"CEM II/A-LL 42,5R","CEM II/A-LL 42,5R","CEMEX CZ, s."
2210222,302274,"CEM II/A-LL 42,5R ","CEM II/A-LL 42,5R","CEMEX Czech Republic, s.r.o."
2210222,661091,"Cement, portland, chemicals ","CEMENT, PORTLAND, CEM I 52,5 R","CEMEX Czech Republic, s.r.o."
2210222,9.6E+11,Isoplast 1545,Isoplast 1545,"CEMEX Czech Republic, s.r.o."
2215417,78424,Sodium hydrogencarbonate ,SODIUM BICARBONATE 25KG 5H4,BALKHASH TOO
2215417,78424,SODIUM BICARBONATE 25KG 5H4,SODIUM BICARBONATE 25KG 5H4,BALKHASH TOO
2215417,124245,Diethylene glycol ,DIETHYLENE GLYCOLE,BALKHASH TOO
2215417,124245,DIETHYLENE GLYCOLE,DIETHYLENE GLYCOLE,BALKHASH TOO
2215417,347039,Barium sulfate ,BARIT 2X 50KG 5H2,BALKHASH TOO
2215417,347039,BARIT 2X 50KG 5H2,BARIT 2X 50KG 5H2,BALKHASH TOO
2218616,64351,Aluminium hydroxide ,ALUMINIUM HYDROXIDE  IN,AU1E STO Plant
2218616,230825,Butyl Carbitol ,BUTYL CARBITOL,AU1E STO Plant
2222840,342970,EISEN BORINGS,EISEN BORINGS,Holland Recycling B.V.
2222840,342970,IRON BORINGS ,EISEN BORINGS,Holland Recycling B.V.
2225204,238816,SODIUM POLYNAPHTALEN SULPHONATE VND,REFLUX -1641 650KG 13H1,UNIVERSAL RELIANCE FOR S
2225204,238816,"Naphthalenesulfonic acids, reaction products with formaldehyde, sodium salts ",SODIUM POLYNAPHTALEN SULPHONATE VND,UNIVERSAL RELIANCE FOR SPECIALTY
2225204,9.6E+11,SNF-Liquid (Reflux-1043),SNF-Liquid (Reflux-1043),UNIVERSAL RELIANCE FOR SPECIALTY
2227858,38591,ALUMINIUM HYDROXIDE 25KG 5M2,ALUMINIUM HYDROXIDE 25KG 5M2,BASF HOCK MINING CHEMICA
2227858,78482,PANGEL BSF 1 22KG 5M1,PANGEL BSF 1 22KG 5M1,BASF HOCK MINING CHEMICA
2227858,78482,Hydrated Magnesium Silicate ,PANGEL BSF 1 22KG 5M1,BASF HOCK MINING CHEMICAL (CHINA) C
2229081,9.6E+11,Lithium Carbonate T-20 25KG  5H4,Lithium Carbonate T-20 25KG  5H4,OOO Torgovuj Dom Gerkules
2236619,531693,Styrene-butadiene copolymer preparation ,SYNTHOS LBS 3060,SYNTHOS DWORY 7 spolka z ograniczon
22371,43461,N-Methyldiethanolamine ,MDEOA Bulk,BASF AB
22371,43461,MDEOA Bulk,MDEOA Bulk,BASF AB
22371,43461,N-Methyldiethanolamine ,MDEOA 1050KG 31HA 10,BASF AB
22371,43461,MDEOA 1050KG 31HA 10,MDEOA 1050KG 31HA 10,BASF AB
224191,78887,LAURIC ACID (EB),LAURIC ACID (EB),EMERY OLEOCHEMICALS (M)
224191,78887,Dodecanoic acid ,LAURIC ACID (EB),EMERY OLEOCHEMICALS (M) SDN BHD
2242298,197180,Molasses ,LOW QUALITY MOLASSES (CANE) RM,BAC QUIMICOS SA DE CV
2245369,545843,"Cellulose, 2-hydroxypropyl methyl ether ",MHPC 400 25KG 5M1,HERCULES TIANPU CHEMICALS
2246636,238816,"Naphthalenesulfonic acids, reaction products with formaldehyde, sodium salts ",SODIUM BNS POWDER,BI-QEM SPECIALTIES S.P.A.
2246636,299019,Disperbeton 40%,Disperbeton 40%,BI-QEM SPECIALTIES S.P.A
2246636,299019,sodium salt of B-naphthalene-sulphonic acids condensed with formaldhyde ,Disperbeton 40%,BI-QEM SPECIALTIES S.P.A.
2246636,299019,Disperbeton 45%,Disperbeton 45%,BI-QEM SPECIALTIES S.P.A
2246636,299019,Disperbeton 45%,Disperbeton 45%,BI-QEM SPECIALTIES S.P.A
2246636,299019,sodium salt of B-naphthalene-sulphonic acids condensed with formaldhyde ,Disperbeton 45%,BI-QEM SPECIALTIES S.P.A.
2246636,299790,DISPERBETON N9505 GP 25KG 5M1,DISPERBETON N9505 GP 25KG 5M1,BI-QEM SPECIALTIES S.P.A
2246636,299790,"Naphthalenesulfonic acid, polymer with formaldehyde, sodium salt ",DISPERBETON N9505 GP 25KG 5M1,BI-QEM SPECIALTIES S.P.A.
2246636,305674,DISPERBETON N9505 25KG 5M2,DISPERBETON N9505 25KG 5M2,BI-QEM SPECIALTIES S.P.A
2246636,305674,DISPERBETON N9505 25KG 5M2,DISPERBETON N9505 25KG 5M2,BI-QEM SPECIALTIES S.P.A
2246636,305674,"Naphthalenesulfonic acid, polymer with formaldehyde, sodium salt ",DISPERBETON N9505 25KG 5M2,BI-QEM SPECIALTIES S.P.A.
2246636,305674,DISPERBETON N9505,DISPERBETON N9505,BI-QEM SPECIALTIES S.P.A
2246636,305674,DISPERBETON N9505,DISPERBETON N9505,BI-QEM SPECIALTIES S.P.A
2246636,305674,"Naphthalenesulfonic acid, polymer with formaldehyde, sodium salt ",DISPERBETON N9505,BI-QEM SPECIALTIES S.P.A.
2246636,551800,Dehscofix 151 ,DISPERBETON PCA 25KG 5M1,BI-QEM SPECIALTIES S.P.A.
2247795,43461,MDEOA 1050KG 31HA 10,MDEOA 1050KG 31HA 10,Master Builders Solution
224794,64098,Aluminium powder (stabilized) (NAM;BI),ALUMINIUM PULVER STANDAR RO250 25KG 1A2,DELTA TECNIC S.A.
224794,64098,ALUMINIUM PULVER STANDAR RO250 25KG 1A2,ALUMINIUM PULVER STANDAR RO250 25KG 1A2,DELTA TECNIC S.A.
224869,238074,Sodium thiocyanate 50-55% sol.,Sodium thiocyanate 50-55% sol.,"EMSA TECNOLOGIA QUIMICA,"
224869,238074,sodium thiocyanate liquid 50%-55% ,Sodium thiocyanate 50-55% sol.,"EMSA TECNOLOGIA QUIMICA, S.A."
224869,238074,TIOCIANATO SODICO LIQ 50% 1300kg 5M1,TIOCIANATO SODICO LIQ 50% 1300KG 5M1,"EMSA TECNOLOGIA QUIMICA,"
224869,238074,sodium thiocyanate liquid 50%-55% ,TIOCIANATO SODICO LIQ 50% 1300kg 5M1,"EMSA TECNOLOGIA QUIMICA, S.A."
224910,17372,BAYFERROX 130 M RED 25KG 5M1,BAYFERROX 130 M 25KG 5M1,FERRO PERFORMANCE PIGMEN
224910,17372,BAYFERROX 130 M ,BAYFERROX 130 M RED 25KG 5M1,FERRO PERFORMANCE PIGMENTS SPAIN SL
224910,155041,OXIDO CROMO VERDE SMM-6(SM 6) 25kg 5M1,OXIDO CROMO VERDE SMM-6(SM 6) 25KG 5M1,FERRO PERFORMANCE PIGMEN
224910,155041,Chromium (III) oxide (NAM;BI),OXIDO CROMO VERDE SMM-6(SM 6) 25kg 5M1,FERRO PERFORMANCE PIGMENTS SPAIN SL
2252964,343774,Calcium oxide ,Calcium oxid 25KG 5H4,SOC EUROPEENNE DES CHAUX ET LIANTS
2252964,343774,Calcium oxid 25KG 5H4,Oxyde de calcium 25kg 5M1,SOC EUROPEENNE DES CHAUX
2253304,17434,INDUSTRIAL CASEIN 90/110 25KG,INDUSTRIAL CASEIN 90/110 25KG,OLAM POLSKA Sp. z o.o.
2253304,17434,Caseins ,INDUSTRIAL CASEIN 90/110 25KG,OLAM POLSKA Sp. z o.o.
2256750,58886,"4,4'-Isopropylidendiphenol, oligomeric reaction products with 1-chloro-2,3-epoxypropane ",ARALDITE GY 266,ATUL LTD
2257025,51500,furfuryl alcohol ,ALCOHOL FURFURILICO (I+D) 230kg 5M1,EUSKATFUND SL
2257025,51500,ALCOHOL FURFURILICO (I+D) 230kg 5M1,ALCOHOL FURFURILICO (I+D) 230KG 5M1,EUSKATFUND SL
2257060,238077,ROHAGIT SD 9523 1000KG 31HA1,ROHAGIT SD 9523 1000KG 31HA1,AZELIS PL SP. Z O.O.
2257060,238077,Rohagit SD 9523 ,ROHAGIT SD 9523 1000KG 31HA1,AZELIS POLAND SP. Z O.O.
22574,66057,Tipure R-902 25kg 5M1,Tipure R-902 25kg 5M1,BLAGDEN SPECIALTY CHEMIC
22574,66057,Titanium Dioxide ,Tipure R-902 25kg 5M1,BLAGDEN SPECIALTY CHEMICALS LTD
22574,67496,BYK 088 20kg 1A1,BYK 088 20kg 1A1,BLAGDEN SPECIALTY CHEMIC
22574,67496,BYK-088 ,BYK 088 20kg 1A1,BLAGDEN SPECIALTY CHEMICALS LTD
22574,68151,DISPERBYK 108 25kg 1A1,DISPERBYK 108 25kg 1A1,BLAGDEN SPECIALTY CHEMIC
22574,68151,DISPERBYK 108 ,DISPERBYK 108 25kg 1A1,BLAGDEN SPECIALTY CHEMICALS LTD
